content_id,content,价格,内饰,动力,外观,安全性,操控,油耗,空间,舒适性,配置
07wgxfAk253WJVUN,09、10年森林人 2.0排量 动力不足 行驶7万公里左右 三元催化 异赌塞   加油无力！尾气排放不合格、1故障灯亮 三元催化能效低。前差速器漏油。  2.5排量  10万公里后  发现左侧气缸垫 漏油。,9,9,0,9,9,9,9,9,9,9
07zlsarXkUFymWMn,要动力不如买小钢炮了，suv要那么强的动力干啥，平时城市代步加速比很多车要好了，高速路你加速再好，后期也比不上轿车涡轮增压，而且还危险，而且涡轮增压车想开到报废？,9,9,0,9,9,9,9,9,9,9
08DgcKJTv6ezUor3,呵呵朋友，这个更换理论和实践是没有问题的。正如你说的，更换后会造成时速表不准，油耗增加。不过有所得必有所失，你得到的将是舒适性/通过性和稳定性都会增强。,9,9,9,9,9,9,0,9,0,9
08aDjq6INsPQpcnJ,有的，到国内被改成导航机了，我当时买车时候原厂cd机也同时给我。虽然改了导航机但是dvd功能还能播放cd。,9,9,9,9,9,9,9,9,9,0
09WVQJmlYXjzAk3O,我的13款在84000公里的时候开始烧机油了，距保养期还差1000公里，离高速服务区200米的时候提示机油液位低，赶紧进服务区，量了一下在最低位往上不到1厘米，联系4S店后让在加油站自己买点机油加进去，然后跑回去再处理，3800公里全高速行驶消耗掉1升多机油，排气管明显发黑。没有办法抱着比没有强的想法加了中石油加油站唯一的一款汽油机油昆仑10W-40,9,9,0,9,9,9,9,9,9,9
0AE8JgciVzHkI7Do,CrV的确是比不上森，但发动机稳定性确实高，底盘感受太差了，正常跑十来万公里后轮就吃胎还得换改进型拉杆，底盘太软了    ,9,9,1,9,9,-1,9,9,9,9
0AQh3PyTN75VtS9c,全时四驱应该没有必要吧？,9,9,9,9,9,0,9,9,9,9
0ARKOj5WeCF4NT6s,肯定是森林人啊，森林人是全时四驱加水平对置发动机诶，而且进口的材料就是比国产的好，这是事实，而且森有美国最权威的测试A?，不管是安全性还是操控都不是奇峻能比的,9,1,0,9,-1,-1,9,9,9,9
0AdnMC16ivexjkzB,玻璃膜还是用3m的吧，主要放紫外线。底盘装甲建议还是喷，反正作用嘛就不多解释了，价格也就那点而已，喷了至少心里踏实。    ,-1,9,9,9,9,0,9,9,9,9
0B6FPKdYlQL2iqxJ,跑起来空调管道会进风，不开空调的时候吧内循环按了就没事,9,9,9,9,9,9,9,9,-1,9
0BJuNe1xoUnqgTwp,和水美比价格。。。美亚还行，可惜不能直邮，京东的就算了，保真要紧。,0,9,9,9,9,9,9,9,9,9
0BSEsIVMxdi6gOrU,那是因为转速有点低了下次松刹车快一点就没问题了这不是大事,9,9,9,9,9,0,9,9,9,9
0CTk9QVungqcKOXW,秋的一声是倒车雷达的声音，因为P档要切到R档先！,9,9,9,9,9,9,9,9,9,-1
0CkuYwfs6dQMrVWR,我最怕 拆塑料防水防尘膜 因为那个塑料膜 拆下之后 再也没有原来那么好看了    ,9,9,9,0,9,9,9,9,9,9
0DTmudX3eOaKyopt,但问题是小改款的优惠好像是没有老款的大，这样算下来就有两三万的差价了诶。。    ,0,9,9,9,9,9,9,9,9,9
0DXCF9TZmKIGhiSV,我认为是本箱油的油耗和整体平均油耗，具体是哪个看看说明书，有具体介绍，希望能够对您有帮助，如果满意请采纳。,9,9,9,9,9,9,0,9,9,9
0EFujPxi7AvVsWG9,楼主，，我的11款小森也渗油了，后来去ssss店维权成功了免费修好了，然后发现了奇怪的事情，动力一下子变猛了，我的11款最近2年动力明显变弱了，一开始以为，车子老了动力都会变弱的就没在意，这次突然变猛让我很欣喜，然后仅仅持续了几天，动力又变弱了，实在不知道是什么原因，哎    ,9,9,0,9,9,9,9,9,9,9
0Eid2aX6GK4gyWuz,体验效果还是不错的，没啥大问题，配对简单。就是产品做工样子有点跟不上潮流。哈哈其他都好,9,0,9,9,9,9,9,9,9,9
0ExvGk6PKfduap9s,问了价格，厂家没直接报，说待会查查电脑，心想也高不了那去，等做完打单子没想到贵这么多。,-1,9,9,9,9,9,9,9,9,9
0FbeNwniHo6RyD4c,淘宝上搜森林人胎压显示器，就两家有，东西价格都是一样的4百多，，我选的那个叫行车安全专家那家店的，看名字正规点。   ,0,9,9,9,9,9,9,9,9,9
0GQg74ZntyksBEIA,我和你一样的车，过10万公里开始‘烧’了，8000公里大约能烧掉机油尺上下限之间1/3的位置。   ,9,9,-1,9,9,9,9,9,9,9
0GRqnNpwyM4HV2XQ,2.5， 2.0很多实用配置没有。且价格差距不大。,0,9,9,9,9,9,9,9,9,9
0HoOjw4IiQfDBeJn,冠道2.0的不行，第一批车动力匹配不完善，建议1.5T顶配，森林人除了价格高，其他都不错，途观傻逼车，别买,-1,9,-1,9,9,9,9,9,9,9
0IH47cF825WXnrft,刚买回来胎压2.7，高速声音非常大，1000公里4s店调整到2.4，现在噪音非常小,9,9,9,9,9,9,9,9,-1,9
0J1IkR8cGue4MBmQ,一直都很好看 就是性价比不高 贵了,-1,9,9,1,9,9,9,9,9,9
0JHpVYPLGFqkDxiU,一定预算的前提下，买日本SUV车就是看中油耗 可靠性 空间  要操控、动力就去买轿车 颜值和4驱现在在这个满街是车，满街堵车的各大城市里，没ran意bing义luan,9,9,0,0,0,9,0,0,9,9
0JZlXmf5auEgSyD7,看了新闻，虽然不知道是怎么造假的，也不清楚造假到什么程度，但是在北京市里上下班而且是巨堵车的二环，平均油耗是9，对于2.5排量的SUV来说已经是相当省油了。,9,9,9,9,9,9,0,9,9,9
0KZysq4oJYAI5RMS,确实是个好问题，我看下来也就纠结这两款车了，别的都不考虑了。主要是森林人价格贵太多,-1,9,9,9,9,9,9,9,9,9
0KjfboZYOiMeBmup,我是觉得不错，好看而且镀晶打蜡的钱也剩了，保护原漆    ,9,9,9,0,9,9,9,9,9,9
0KpLekjXoCmixN5R,不是牌子压不住，是性能压不住，如果斯巴鲁的自吸可以到200马力、300牛米，烧一点也可以理解了,9,9,0,9,9,0,9,9,9,9
0L9sWtMzxb5TRpPA,这个价位的全能型选手吧，虽然什么外观内饰不尽如人意，但是你要不在意，那都无所谓。作为一辆普通家用车，该有的基本都有了，不该有的也没有多余的。,9,9,9,0,9,9,9,9,9,9
0LJBmyRodwYbiPfF,16款款led灯，驾驶位记忆，座椅加热，座椅底出风口很多方面其实不算差，实用配置该有的基本都有，但在最体现门面的中控导航和后排出风口掉了链子，以及在现阶段很多车都强调主动安全系统的形势下，鹰眼竟然没配上，这几项导致经常被人拿来批判,9,9,9,9,9,9,9,9,9,-1
0LOkybeQu6YC2vSJ,兄弟，你那卡士达导航哪里换的，我的也是这款机子，不过外框断了，想重新配一个，一直没找到,9,9,9,9,9,9,9,9,9,0
0LfloQg5GPaBXI4w,做常规保养便可，用4s机油，另油滤更换，另那2滤，检测，清沽下，另建仪检测刹车油，片，变速箱油，电瓶，水箱水，火花塞，轮胎，有问题才更换，如满意请采纳,9,9,0,9,0,9,9,9,9,9
0MY9wCZARDdIQlq3,朋友，森林人论坛是有名的自黑精神。因为森林人同价位除了内饰和科技感较差之外，其他方面大部分完胜。当然缺点要告诉你:1-起步噪音大2-高速风噪大3-耗油不低4-知名度差5-科技感差6-内饰低档7-保养价格比宝马X1还贵一点，朋友的X1小保养600一次。8-全时四驱满大街都是再也不能装X了,0,-1,9,9,9,9,9,9,-1,9
0NZMXAxjhHiDFCnu,今天刚试驾完森林人，老实说要追求速度2.0总觉得提速缺那么一口。,9,9,0,9,9,9,9,9,9,9
0NzfsDykP54YBegd,我用的是安索0w20，加5小瓶，5000公里到下限上1厘米多一点。6300到6400公里亮机油灯。 。   性能上，我只用过原厂和安索，安索比原厂安静，顺滑。用了几个周期了，有机油消耗是换机油理由的一点，再有一个是性价比确实比较差，要是都有机油消耗那我为啥不用价格更便宜的美孚，胜牌，嘉实多什么的。    ,9,9,0,9,9,0,9,9,9,9
0OkwKClGdsNXzx1u,原车CD用了4年多了，还是比较满意，不喜欢中控大屏幕，费电又刺眼,9,9,9,9,9,9,9,9,9,-1
0Ou7x4nbECZ1jTcz,朋友您19万公里了，烧机油吗，您是哪年款什么排量的    ,9,9,0,9,9,9,9,9,9,9
0OvopnW45KVYQi1e,怕不够就2.5，油耗差别不大。,9,9,9,9,9,9,0,9,9,9
0OzF9wgISjs5h4xK,有什么需要注意的吗，总觉得发动机舱的里结构复杂，怕洗坏了。谢谢您！    ,9,9,0,9,9,9,9,9,9,9
0P1dmVlfnrHyAIGY,来深圳买吧，降税后的价格基础上再优惠2万现金加礼包，估计可以谈到2.5,0,9,9,9,9,9,9,9,9,9
0PMbBJTlohU2qxQA,进口车钣金和稳定性真心不是同价位国产可比的——这句话我喜欢，森林人日系原装身份是我看中的，而且操控确实完爆荣放，样子也比现款的好看；要说新款的荣放，我觉得样子确实不错，但是估计操控肯定还是森林人好。。。。。。。。   ,9,9,9,9,9,1,9,9,9,9
0POuZWaqAx7izn56,看你之前开的是什么车了，我们也去试驾了下。感觉森林人还是窄了点，领导进店瞅了一眼就直奔傲虎去了。 森林人的自动启停不错，没有抖动，几乎没有感觉，稍抬刹车，发动机就起来了。但感觉森林人走起来后，噪音有些大，不如傲虎。但傲虎没有森林人的运动感，有些太稳了。,9,9,0,9,9,0,9,9,9,9
0PZb1BmHl9TcngyY,一般的车首保都是免费的豪车就不知道了，首保就是换机油机滤还有就是检查下各个连接螺丝胎压，灯光,9,9,0,9,9,9,9,9,9,9
0PyvdkIGm8noRtXY,我的是18款2.0的。试驾时候感觉动力够了，开了一阵就……你要动力还是2.5吧。,9,9,0,9,9,9,9,9,9,9
0QsXeD9WxF4KUMSp,你说的对，价格低反而残值高，因为一个车再便宜也也得一两万吧，只要是车好故障少、开着顺心，比啥都强     ,0,9,9,9,9,9,9,9,9,9
0TxG2B39AFQjVgvH,指南者内饰糙 欧兰德内饰薄,9,-1,9,9,9,9,9,9,9,9
0TztA47KiCmsy3p9,你是手动挡吗？单论自吸发动机城市起步，飞度表示不服,9,9,0,9,9,9,9,9,9,9
0V9oN2whKtF4O5qJ,2.0 平均油耗10个 不到四千公里,9,9,9,9,9,9,0,9,9,9
0VynGNZaCWurQvbO,平均油耗主要还是要看平均时速。我的ATSL平均时速达到40多，我平均油耗7.7，每次都能吓着很多人呵呵。,9,9,9,9,9,9,0,9,9,9
0WNg2ptl6orba4XY,我也响过，后来到4儿子那拆了手套箱，空调滤清器，发现里面有两块金属贴的太近造成的，贴了块海绵搞定,9,9,9,9,9,9,9,9,0,9
0WPK5d4yAm8vk9cD,我听了你的建议，订了古铜棕……内饰也是棕色……因为森林人只有顶配才有棕色座椅    ,9,0,9,9,9,9,9,9,9,9
0XTDG6rsINkjdxH4,森林人估计开不到那么低的油耗吧？CRV估计也够呛，你要是想买个皮实的车，又常在工地，我觉得可以考虑丰田或者捷达,9,9,9,9,9,9,0,9,9,9
0YBLcC16TMQoSg7N,性价比及其低下，整车品控一般，主要是FB发动机烧机油风险很大，非常大！,9,9,-1,9,9,9,9,9,9,9
0YDRfS4XWuNAIoka,按说明书用OW20的合成油，不必增加粘度，因为你当地气温再高也不会有发动机温度高，只要车不烧机油就行了,9,9,0,9,9,9,9,9,9,9
0YF5OSvrWVEegdRi,我新车也刚跑了高速，从武汉开到宝鸡，油耗现在才降到8.2,9,9,9,9,9,9,0,9,9,9
0YJAoZepQhCkLWE7,新款老带劲了，SGP平台了解一下刚性提升了解一下，安全性提升了解一下，过弯更稳了解一下，振动过滤更强了解一下，内饰材质升级了解一下   ,9,1,9,9,1,9,9,9,9,9
0ZNaUme7Oq8j3vz5,所以我再求解。。。 发动机数据 看数据很低,9,9,0,9,9,9,9,9,9,9
0a2DkuQ3xXrKWzcI,4S这个价格不贵。自己买自己装可能会便宜4.5百吧！,0,9,9,9,9,9,9,9,9,9
0c7pE3bTVLqaCrGP,这个价格不错，16款2.5应该是电动助力了,1,9,9,9,9,9,9,9,9,9
0c9UfXLdquJ4Vwm7,扯淡的，羊毛出在羊身上。最直接能优惠多少，这个最合适最划算,0,9,9,9,9,9,9,9,9,9
0cOQdI7ltHgVvUo5,我最喜欢他的机械手刹和没有中控屏幕。    ,9,9,9,9,1,9,9,9,9,1
0cni1sWBgaUPMjQK,轻混车型，首先不是新能源汽车，也不是纯油电混合。它的作用就是在车辆起步或急加速阶段起到辅助动力的功能，达到车辆加速快和节油效果。,9,9,0,9,9,9,9,9,9,9
0dBjPgQoaFYSTpfn,又要动力强，又要油耗低，还要价格便宜    ,1,9,1,9,9,9,1,9,9,9
0eJaqTIKu3wE76bL,真心觉得楼主是个值人，敢于把价钱贴出来，很多人都是私信给价格。真心想买的的人就觉得不贵。不想买的，22万他都说贵。准新车，卖出去肯定会掉价，肯定心痛。看缘分吧。,0,9,9,9,9,9,9,9,9,9
0eatjVSyiRxhAwgK,4S保养还好，700多，就是石墨烯机油不怎么样，个人认为还是壳牌、美孚之类国际大牌好！    ,9,9,0,9,9,9,9,9,9,9
0emxdcilMVbY6CA5,在吗这位车友，想问下se和s3配件哪个贵一些，两车的维修和保养价格能说下嘛,0,9,9,9,9,9,9,9,9,9
0exoKzRrhDawsXOU,我换了前盘和皮 感觉性能提升了点但异响减少了    ,9,9,9,9,9,9,9,9,0,9
0f5AhcSzk6rFLuHZ,我的速腾1.4t的4年零3个月跑了22万公里，变速箱有问题了，想换个这车呢，不知道能不能经的住跑,9,9,0,9,9,9,9,9,9,9
0fkbjRLPDyHpuscn,它的逻辑运算方法真得很符合油耗的计算，不错～,9,9,9,9,9,9,1,9,9,9
0h3NWaoRZMzXH6G8,所以说，官方没公布前什么都有可能是不真的。再说了，谁说降个三四万的，你试着去他旗下的店面去买，看是不是真的给这个价格。真是打脸    ,0,9,9,9,9,9,9,9,9,9
0iIVRfSn3KTatmW2,这款是歌乐代工的，不支持方向盘控制，所有左边没有控制按键，只有右边的定速巡航控制。点烟器没反应应该是保险丝断了，换一个就好了！这款导航不错，光盘非常难升级，没有必要去弄他，手机导航就行！,9,9,9,9,9,0,9,9,9,1
0jMUe1dSC7RY8ays,我就希望外观内饰，大家都看不上，我们去好谈优惠,9,0,9,0,9,9,9,9,9,9
0kUBmKInGCoZ92cQ,踩油门感觉没力气的，之前轻松140，现在使劲踩才120，噪音大的不得了，不知会不会是机油的问题    ,9,9,9,9,9,9,9,9,-1,9
0lDBayUmhc7L2XGx,应该客观的评论水平对置发动机，虽然具有以上优点，但由于它的特殊结构，水平工作活塞，烧机油的概率比其他要高。,9,9,-1,9,9,9,9,9,9,9
0lRk5xtIJ2vueVyf,当初选车就考虑需经常市区低速用车，长冲程小排量的2.0发动机省油，现在的油耗貌似跟创驰蓝天2.0两驱可以一拼。要么市区只有用混动省油了，但怕换电池比油钱贵。,9,9,0,9,9,9,0,9,9,9
0lUV68yisTx1c3Xd,混动版现在还不能订，再者价格还没个参考依据。   ,0,9,9,9,9,9,9,9,9,9
0lfmZcWxjIGr4EiO,我敢肯定新改款的话 会变成 缸内直喷自然吸气发动机、未必好！,9,9,0,9,9,9,9,9,9,9
0mAUvzNEjGbuhp38,全新一代森林人将在本月底开幕的纽约车展上进行全球首发（媒体日：3月28～29日／公众日：3月30日～4月8日）。与消息同时公布的，还有一张新车尾灯的预告图。,9,9,9,0,9,9,9,9,9,9
0mdC32xabqOkF5sZ,还有后备箱顶棚里面的倒车雷达显示屏的线，这个松了也有异响，后备箱里两个轮毂和底板连接位置，有两个小长盖板，这俩盖板也会产生异响。,9,9,9,9,9,9,9,0,9,-1
0myHuIQKaXOh67rD,就是踩一下没反应，送了刹车很快又踩了一下，才有刹车，把他吓坏了，不过从那次以后再没出现过。,9,9,9,9,0,9,9,9,9,9
0n3JiYq4S5ImETN2,20森也没那么不堪，我也跑了十一万公里了，城市也好高速也好，用起来没问题。最大的问题，其实就是二十多万的车可能比很多十多万的动力还差，会让很多人接受不了。,9,9,-1,9,9,9,9,9,9,9
0nLyfVobSN4QPJ8O,不到七年的车，车保养的好，没事故，没水泡，没大修，不烧机油，这价格还是可以的，看是几手车了，看多少公里了,1,9,9,9,9,9,9,9,9,9
0o1axhdvgEsFctJu,楼主，我的故障灯亮，分别是发动机，车身稳定，定速巡航闪，去检测，说是氧传感器，但是换了三个了，清洗过三元。都没用，这到底是哪里的问题？,9,9,0,0,9,9,9,9,9,9
0o8DVF7ny2Or6N9z,金b刹车sh可以直接用吗，刹车避震有意,9,9,9,9,0,9,9,9,9,9
0oANP5q86Mdmhpfn,哦，这样啊，油耗怎么样老哥    ,9,9,9,9,9,9,0,9,9,9
0oJ8VpZmXIqNwOY6,这个各个地方的价格不一样啊！这个玻璃不是很贵的，我们这里三四百就可以了，如满意望采纳,1,9,9,9,9,9,9,9,9,9
0oRPdyTb1Jl3cfIZ,就算有人威胁我，我也要说：新森的前脸好难看！,9,9,9,-1,9,9,9,9,9,9
0oVgMlZnKF7vSi8b,说的是，我的确挺喜欢性能好的车，听您这么说就不考虑is300f了。当初也考虑过福克斯rs，s3能和rs比吗,9,9,1,9,9,1,9,9,9,9
0p1WNhXv8zoK2cHP,貌似山东的优惠不去江苏    ,0,9,9,9,9,9,9,9,9,9
0pNMjm3ntyX8xWQo,这个，个人观点，ACC实用，被动刹车，实用，车道保持，鸡肋 总的来说，这套系统好,9,9,9,9,1,9,9,9,9,9
0pSD3woJGuZmHB6j,请问坡上n档松刹车车会停着不动吗？,9,9,9,9,0,9,9,9,9,9
0pcRyjmVLIFn8zaW,安全不超速下肯定足够了啊，大不了就是油门踩深点，红线下都是给你踩的嘛。真要追求提速感，那就轿车，凯迪拉克ats-l，品牌、价位、性能都拿下了。,9,9,1,9,9,1,9,9,9,9
0pfjQxI4W6brD85z,我也觉得斯巴鲁操控好并不是因为四驱的关系。   ,9,9,9,9,9,0,9,9,9,9
0pk8yC72nJeAQc9r,建议换喇叭，前场两分辨，后场同轴！再加个低音炮！功放四路就可以了！两路推前声场，两路桥接推低音！最好在价格DSP解码！四门3层隔音！综合音响效果再可接受范围之内了！！！,0,9,9,9,9,9,9,9,9,9
0q73cz4ZQlWdGRjC,价格决定一切，推荐奇骏。,0,9,9,9,9,9,9,9,9,9
0rCTA9cw3vNHhuiR,我3月份就定了，那会儿还没第五代的消息，所以不存在套路问题。唯一可气的是，新森没2.5的消息出来后，4s那边价格很难杀    ,0,9,9,9,9,9,9,9,9,9
0sBatylL5VM6DCIF,建议你还是用5W30或0W30，20黏度太低，抗剪切肯定差，易造成发动机磨损！20黏度只是油耗低而已，难道你没有发现用20机油急加速高转有嘶吼声？,9,9,0,9,9,9,0,9,9,9
0svg9XjnDR7yY8Gi,我注意观察，若发现森车架底盘大范围生锈，就第一时间贴出来。目前有一年了，暂没发现生锈的地方，估计平时停地库也有关系,9,9,9,9,9,0,9,9,9,9
0t3zGB7maQOUcpd1,这价格给我一个不买驰鹏的理由？,0,9,9,9,9,9,9,9,9,9
0tPZDroRseUvqOLp,效果很好，你看我9万多换的火花塞就知道了，基本没什么积碳在上面。还是有点用的，还比原厂的便宜。   ,9,9,0,9,9,9,9,9,9,9
0tvRlDXW3uwMLV7i,一般建议在4万至6万公里后，更换火花塞。如出现车辆启动困难，油耗特大，经常缺缸点火（发动机故障灯经常亮，原因是缺缸点火的）可考虑更换火花塞。,9,9,9,9,9,9,-1,9,9,9
0umsfOUqwEnQL8Sx,楼主专改森林人吧，那个中控小彩屏有吗？我想大小一起改,9,9,9,9,9,9,9,9,9,0
0v5nV1pgA2qJi6EQ,不过way3低压区比较靠下，应该会升力减少，你装了顶部扰流板之后，直接用way3贴法吧。论文名字搜索流动控制在汽车空气动力学中的应用。祝你也能感受到我1.8自然吸气发动机在140时速(表速150）时只需要2600转的感觉，而且我估计很快我会整成160表速对应2700转    ,9,9,0,9,9,9,9,9,9,9
0vbFZATW6uJP9DIV,一直不太懂森林人的油耗计算，怠速时油耗是一直不断增加的，合理吗,9,9,9,9,9,9,0,9,9,9
0wWTI3t94YrQHln8,昨天在论坛上才发的，价格不知道，你联系楼主   ,0,9,9,9,9,9,9,9,9,9
0wvguPnZQJ4eChlz,95确实比92好用，而且，而且，而且更延长发动机的使用寿命。,9,9,0,9,9,9,9,9,9,9
0yC9sJ2rB7bDOFRG,这种心脏病没得好办法，你的排气孔还冒蓝烟啊？原来对森林人水平对置发动机和四驱还印象不错的，辛亏没买啊！,9,9,0,9,9,9,9,9,9,9
0ypmMSTJU2qs8aek,别的车不是水平对置啊…不过保时捷是不是也这样我不清楚！这个太贵开不起也没开过…    ,9,9,0,9,9,9,9,9,9,9
0zPWx9mY1ECLvcRB,加个尾排，会对车性能有影响？？,9,9,0,9,9,0,9,9,9,9
0zhpnumU9SWKjisf,16款同有次声音，现已比刚发现时大了很多，也许斯巴鲁变速箱就这质量吧，介意者慎选！,9,9,-1,9,9,9,9,9,9,9
10DlyzdeIEB9HLvg,8万8，油耗还行市区10个左右    ,9,9,9,9,9,9,0,9,9,9
10M8iyNOlzpG2k6Q,之前看感觉这个2.4t动力参数很一般，如果2.4t能够做到跟保时捷或大众2.5t的动力，再配上8at，就完美了。起价不到40，销量会有的。,9,9,0,9,9,9,9,9,9,9
10WF8Q53pVfOryvA,什么车款，多少优惠啊？康桥我只能谈到优惠1.5其他还送什么没问，试驾了一次看了两次2.0时尚     ,0,9,9,9,9,9,9,9,9,9
129uFtE5vQMo6ZCr,灰桶是广州日石代工的，没有问题。冷车声音大是正常的，快速热车，让发动机和三元催化达到工作温度。,9,9,0,9,9,9,9,9,9,9
14YZHle2XOEpwtiB,买外观选奇骏，买内涵，选森林人！尼桑是日系里面成本控制最厉害的，他的特点是 你能看到的 都是好的，你看不到的都是差的！比如电瓶，尼桑的阳光居然是36A 的电瓶，因为电瓶容量下 连点烟器插头都没有！   ,9,9,9,0,9,9,9,9,9,9
164xaTFL7lpEHD0P,四儿子的最终销售价格肯定跟你网上看到的价格不一样的，真心想买就下手吧，现在价格可以了，现在的版本已经停产了、,0,9,9,9,9,9,9,9,9,9
16thlGbkDI3OvRig,我觉得我的2.0t森林人动力还算凑合,9,9,0,9,9,9,9,9,9,9
173bSqJXsv865jHa,...40万内除了唐 加速最快的是什么车,9,9,0,9,9,9,9,9,9,9
17TJdhq2CXLjbpcl,你是那款车啊，什么价格？,0,9,9,9,9,9,9,9,9,9
17cN0euKaMpx4bFd,好像现在先锋出了Z9150BT，应该是结合了8850和5050二者优缺点，有2个us-b和一个HDMI，不过价格上5000了   ,0,9,9,9,9,9,9,9,9,9
17nV4kKNeXvmj3Fu,去年夏天遇到过空调偶尔不工作，今年又好了,9,9,9,9,9,9,9,9,0,9
1853bRPeWiHCVtaJ,这么看确实大气点，其实尺寸增加极小，脸是越来越大了,9,9,9,1,9,9,9,9,9,9
18rnUFG5kBHcxfvb,座椅对于偏瘦的人确实有点难受，但是重心高不对吧,9,-1,9,9,9,9,9,9,9,9
19cruOH8h7VvtnCX,第二张图个人认为不可能有这样式，特别是前脸，雾灯给人感觉有点夸张。不符合国人审美,9,9,9,-1,9,9,9,9,9,9
1AFNwOJXP730oL8b,空调我觉得不错啊，西安高温时真的受不了，我温度一般调到23，再低就感觉挺冷了，媳妇带孩子坐后排都说冷,9,9,9,9,9,9,9,9,1,9
1ALEVRlKNfbigm65,天气冷了，把调温度的旋钮调到高温，再开的话，空调就不会打开了,9,9,9,9,9,9,9,9,0,9
1AMbcz9tpnaxvWKk,恩，开空调滴水，望采纳,9,9,9,9,9,9,9,9,0,9
1BRIMNqAyJFiLosX,刹车有点差，后半段感觉刹不住，2.5自然吸气动力杠杠的，CVT变速箱几乎没有顿挫感，起步时只能点油门不能踩，高速120码后再加速就有点吃力油门要深踩，感应雨刷及随动大灯都好用，底盘比其他日系车扎实，但是车漆还是很软，大部分车主吐槽的导航机头太山寨，不是原装的是到天津港后庞大换的,9,9,0,9,9,9,9,9,9,9
1BYpO9FsgkmWLNQu,平常心吧，我本来想买傲虎，优惠不大，钱不够，改提森林人，6月提尊贵优惠1.4w，到了9月做活动森林人全系2w，傲虎全系3w，我......   ,0,9,9,9,9,9,9,9,9,9
1BfT8iEaPjg9F6pL,怎么样动力家用够吗？会不会后悔没上2.5呢还有油耗听说不高,9,9,0,9,9,9,0,9,9,9
1C4GM65eSjluY2RU,我也想买个150呢，但是马上有孩子了，后备箱可能不能放婴儿车吧？   ,9,9,9,9,9,9,9,0,9,9
1CTRuwki6z2nWM4q,13款2.5自吸8000公里甘南、川西、滇西平均油耗7.0，上山下河，最高4700，过草地，走滑坡。,9,9,9,9,9,9,0,9,9,9
1CoKe9PJXBca4EIH,当时不懂，看网上车评评价不错，其实这个车性价比很低，配置简陋，到处异响，卖个15W差不多，高了不值,9,9,9,9,9,9,9,9,9,-1
